Sample in Buffer,Sample in Window,TRIGGER,receiver_top_i/adc_if/probe0,receiver_top_i/adc_if/jesd204_0_m_axis_rx_TDATA[127:0],receiver_top_i/adc_if/probe2[15:0],receiver_top_i/adc_if/jesd204_0_m_axis_rx_TVALID,receiver_top_i/adc_if/probe4,receiver_top_i/adc_if/probe5,receiver_top_i/adc_if/probe6[15:0],receiver_top_i/adc_if/probe7,receiver_top_i/adc_if/probe8
904,904,0,0,abacadb20000000050d20d8100eb0015,0000,1,0,0,0000,0,0
905,905,0,0,aab5ada90000000016de3e96feeb0215,0000,1,0,0,0000,0,0
906,906,0,0,aeaeb0b600000000f535775afbec0415,0000,1,0,0,0000,0,0
907,907,0,0,aeacacb000000000e9b19be9f9ec0614,0000,1,0,0,0000,0,0
908,908,0,0,acadbbb000000000e46aad38f7ed0814,0000,1,0,0,0000,0,0
909,909,0,0,a8afb0b000000000fa5e9b52f5ee0a13,0000,1,0,0,0000,0,0
910,910,0,0,adb2aab700000000317b8448f4ef0c12,0000,1,0,0,0000,0,0
911,911,0,0,b1a9b5b2000000007ed846f8f2f00e10,0000,1,0,0,0000,0,0
912,912,0,0,aaaeaaad00000000065dec88f1f20f0f,0000,1,0,0,0000,0,0
913,913,0,0,b2b4aeb500000000a7044cf3eff4110d,0000,1,0,0,0000,0,0
914,914,0,0,afaaabac000000008dee9332eef5120c,0000,1,0,0,0000,0,0
915,915,0,0,acb1b3ac0000000096ef9b5eedf7130a,0000,1,0,0,0000,0,0
916,916,0,0,abadaeae00000000d5fa6b5becf91408,0000,1,0,0,0000,0,0
917,917,0,0,aea9abab0000000039160c4aecfc1506,0000,1,0,0,0000,0,0
918,918,0,0,afb1adb100000000ee407035ebfe1504,0000,1,0,0,0000,0,0
919,919,0,0,b0b7adb100000000d3789cfceb001501,0000,1,0,0,0000,0,0
920,920,0,0,b0b1acb300000000e4b28ed3eb0215ff,0000,1,0,0,0000,0,0
921,921,0,0,a8b4a9b20000000044e33fa6ec0415fd,0000,1,0,0,0000,0,0
922,922,0,0,acaab2ad00000000c505c882ec0714fb,0000,1,0,0,0000,0,0
923,923,0,0,b4b5b0b3000000009e2b0881ed0914f9,0000,1,0,0,0000,0,0
924,924,0,0,b1b1b1af0000000091131284ee0b13f7,0000,1,0,0,0000,0,0
925,925,0,0,b4b5b4b900000000dbf4f4a2ef0c11f5,0000,1,0,0,0000,0,0
926,926,0,0,b2a8b0b20000000038a1a3daf10e10f3,0000,1,0,0,0000,0,0
927,927,0,0,b8aaa8ac00000000d3352734f2100ff2,0000,1,0,0,0000,0,0
928,928,0,0,b2b5afb300000000929083b8f4110df0,0000,1,0,0,0000,0,0
929,929,0,0,b2aab4b6000000006ccabe71f6120bef,0000,1,0,0,0000,0,0
930,930,0,0,aeadafb20000000067d9d24bf81309ee,0000,1,0,0,0000,0,0
931,931,0,0,b2b0abac000000007498cb62fa1407ed,0000,1,0,0,0000,0,0
932,932,0,0,a9b3b1b100000000a424baaffc1505ec,0000,1,0,0,0000,0,0
933,933,0,0,aca8b2ac00000000d886a326fe1503ec,0000,1,0,0,0000,0,0
934,934,0,0,b1b2afad0000000017a05bec011501eb,0000,1,0,0,0000,0,0
935,935,0,0,b0abb0b6000000004b844cd90315ffeb,0000,1,0,0,0000,0,0
936,936,0,0,b0b5b1b40000000076341dfd0515fdeb,0000,1,0,0,0000,0,0
937,937,0,0,acaaacb2000000009da3f4710714faec,0000,1,0,0,0000,0,0
938,938,0,0,b3b0afad00000000abdff6030913f8ed,0000,1,0,0,0000,0,0
939,939,0,0,b1adb5a9000000008de303de0b12f7ed,0000,1,0,0,0000,0,0
940,940,0,0,aebdadb30000000071b612e10d11f5ee,0000,1,0,0,0000,0,0
941,941,0,0,b4acaab7000000000a5a5a270f10f3f0,0000,1,0,0,0000,0,0
942,942,0,0,aeb3b6ae0000000099d5d78e100ef1f1,0000,1,0,0,0000,0,0
943,943,0,0,abb5afb100000000f32c611e110df0f3,0000,1,0,0,0000,0,0
944,944,0,0,b1b1aeb2000000001a4f1cf4130beff4,0000,1,0,0,0000,0,0
945,945,0,0,b4afaeac000000000e5d15d61409eef6,0000,1,0,0,0000,0,0
946,946,0,0,b1b7acb100000000bc6b2ed71407edf8,0000,1,0,0,0000,0,0
947,947,0,0,b1b3abaf000000004c5285f91505ecfa,0000,1,0,0,0000,0,0
948,948,0,0,abb6b6b4000000008f2618261503ecfd,0000,1,0,0,0000,0,0
949,949,0,0,afb0b8b1000000009ff4d7501500ebff,0000,1,0,0,0000,0,0
950,950,0,0,b0aeadad0000000067cfe67e15feeb01,0000,1,0,0,0000,0,0
951,951,0,0,b7b6b2b00000000013a71bc315fcec03,0000,1,0,0,0000,0,0
952,952,0,0,aab1aeb400000000708a8ce814faec05,0000,1,0,0,0000,0,0
953,953,0,0,b0aeb1b200000000a8823a1113f8ed08,0000,1,0,0,0000,0,0
954,954,0,0,b7b2aeb5000000008e8a111812f6ee0a,0000,1,0,0,0000,0,0
955,955,0,0,b0b1b2b50000000059b82d0211f4ef0c,0000,1,0,0,0000,0,0
956,956,0,0,b1b3acab00000000f50586c90ff3f00d,0000,1,0,0,0000,0,0
957,957,0,0,adb2aeb400000000636ffa630ef1f10f,0000,1,0,0,0000,0,0
958,958,0,0,b4b5b5b300000000a1119ce80cf0f310,0000,1,0,0,0000,0,0
959,959,0,0,afabb2af00000000d1dc67280aeef512,0000,1,0,0,0000,0,0
960,960,0,0,b5b2a9b300000000dedf4d5108edf713,0000,1,0,0,0000,0,0
961,961,0,0,adb2b1b700000000d8fc5f2906ecf914,0000,1,0,0,0000,0,0
962,962,0,0,adb1adaa00000000b86190e204ecfb14,0000,1,0,0,0000,0,0
963,963,0,0,a9a9b7a900000000920ab35b02ecfd15,0000,1,0,0,0000,0,0
964,964,0,0,b0acaab30000000072daf89000ebff15,0000,1,0,0,0000,0,0
965,965,0,0,a6a9a8b2000000003de0248ffeeb0215,0000,1,0,0,0000,0,0
966,966,0,0,aab1adaa00000000102a6163fcec0415,0000,1,0,0,0000,0,0
967,967,0,0,adb1b3b500000000f3a974f0f9ec0614,0000,1,0,0,0000,0,0
968,968,0,0,aaadafaf00000000f4628f54f7ed0814,0000,1,0,0,0000,0,0
969,969,0,0,a9b5acab000000001b548e69f6ee0a13,0000,1,0,0,0000,0,0
970,970,0,0,b2afb0b500000000436f8152f4ef0c12,0000,1,0,0,0000,0,0
971,971,0,0,ababaca800000000a1c43711f2f00e11,0000,1,0,0,0000,0,0
972,972,0,0,b3a7b3a900000000154acfabf1f20f0f,0000,1,0,0,0000,0,0
973,973,0,0,adaea9b200000000c2f43d00eff3110e,0000,1,0,0,0000,0,0
974,974,0,0,aaadabb0000000009be17749eef5120c,0000,1,0,0,0000,0,0
975,975,0,0,b1acafb100000000a1c7906fedf7130a,0000,1,0,0,0000,0,0
976,976,0,0,b0a7aaaa00000000dbdc6a72ecf91408,0000,1,0,0,0000,0,0
977,977,0,0,a6abacae000000004f010765ecfc1506,0000,1,0,0,0000,0,0
978,978,0,0,afafaab400000000fa277640ebfe1504,0000,1,0,0,0000,0,0
979,979,0,0,afada7af00000000d0609f1beb001502,0000,1,0,0,0000,0,0
980,980,0,0,acb0adb000000000f8a195f3eb0215ff,0000,1,0,0,0000,0,0
981,981,0,0,a8aea6aa0000000042cc48c5ec0415fd,0000,1,0,0,0000,0,0
982,982,0,0,aeadacaf00000000d6f2cb9fec0614fb,0000,1,0,0,0000,0,0
983,983,0,0,b0b6b3ae0000000094092094ed0914f9,0000,1,0,0,0000,0,0
984,984,0,0,b2b9a8b50000000091fa339cee0a13f7,0000,1,0,0,0000,0,0
985,985,0,0,afacb1b100000000c8d9feb0ef0c11f5,0000,1,0,0,0000,0,0
986,986,0,0,aba7b2af000000003887c7e9f10e10f3,0000,1,0,0,0000,0,0
987,987,0,0,abb1b4b000000000c11a2e42f2100ff2,0000,1,0,0,0000,0,0
988,988,0,0,acabb0ac000000006c8a98bff4110df0,0000,1,0,0,0000,0,0
989,989,0,0,b3aea9af0000000059b3d57af6120bef,0000,1,0,0,0000,0,0
990,990,0,0,adaeb5b40000000048ccee59f81309ee,0000,1,0,0,0000,0,0
991,991,0,0,acada6b4000000005e90dd78fa1407ed,0000,1,0,0,0000,0,0
992,992,0,0,abababae00000000941cddbafc1505ec,0000,1,0,0,0000,0,0
993,993,0,0,acb0aeaf00000000c977bc38fe1503ec,0000,1,0,0,0000,0,0
994,994,0,0,adaea9aa00000000f59c8ae2001501eb,0000,1,0,0,0000,0,0
995,995,0,0,aaa9acae000000002c8561d90315ffeb,0000,1,0,0,0000,0,0
996,996,0,0,ada9b1b100000000583933f50515fdeb,0000,1,0,0,0000,0,0
997,997,0,0,adb8acb70000000081990e630714fbec,0000,1,0,0,0000,0,0
998,998,0,0,b2b2b5af0000000096d204f10913f9ec,0000,1,0,0,0000,0,0
999,999,0,0,aeadb3b5000000007eed0ac50b12f7ed,0000,1,0,0,0000,0,0
1000,1000,0,0,b1a6acb10000000054be33c70d11f5ee,0000,1,0,0,0000,0,0
1001,1001,0,0,aaaaa9b200000000055d760d0f10f3f0,0000,1,0,0,0000,0,0
1002,1002,0,0,afaea9aa0000000081cee37a100ef1f1,0000,1,0,0,0000,0,0
1003,1003,0,0,a4b1afab00000000e5326e14110df0f3,0000,1,0,0,0000,0,0
1004,1004,0,0,acb6afb30000000011642fd7130beff4,0000,1,0,0,0000,0,0
1005,1005,0,0,a5acacae00000000f78023b91309eef6,0000,1,0,0,0000,0,0
1006,1006,0,0,b0aab6ab00000000b17334b71407edf8,0000,1,0,0,0000,0,0
1007,1007,0,0,adb3a4b40000000046588dde1505ecfa,0000,1,0,0,0000,0,0
1008,1008,0,0,a8b1a5a6000000008f441f061503ecfd,0000,1,0,0,0000,0,0
1009,1009,0,0,aeacb1ae00000000a10fde331501ebff,0000,1,0,0,0000,0,0
1010,1010,0,0,a6b7adb50000000071eed47615feeb01,0000,1,0,0,0000,0,0
1011,1011,0,0,b3b1acb00000000013bd04a615fcec03,0000,1,0,0,0000,0,0
1012,1012,0,0,b5b2b7b400000000829b83d114faec05,0000,1,0,0,0000,0,0
1013,1013,0,0,acb4b1af00000000a59f2df013f8ed07,0000,1,0,0,0000,0,0
1014,1014,0,0,b3aeb3ac00000000a29b0b0112f6ee0a,0000,1,0,0,0000,0,0
1015,1015,0,0,a9b2a8b00000000071ca23e611f4ef0b,0000,1,0,0,0000,0,0
1016,1016,0,0,acaaaea900000000062066a710f3f00d,0000,1,0,0,0000,0,0
1017,1017,0,0,b0b5afb2000000007b8ce3570ef1f10f,0000,1,0,0,0000,0,0
1018,1018,0,0,abb1a7ae00000000c72182d70cf0f310,0000,1,0,0,0000,0,0
1019,1019,0,0,adb1aeb100000000e7f5572b0aeef512,0000,1,0,0,0000,0,0
1020,1020,0,0,b2b6b1af00000000e9d9443a08edf713,0000,1,0,0,0000,0,0
1021,1021,0,0,a8b6b4af00000000eb14443106edf914,0000,1,0,0,0000,0,0
1022,1022,0,0,b4afb1b000000000d37774d704ecfb14,0000,1,0,0,0000,0,0
1023,1023,0,0,b3adacae00000000a10e925002ecfd15,0000,1,0,0,0000,0,0
